"","rowid","blockType","diceIndices_1","diceIndices_2","block","trialIndex","allTrialIndex","key","R","startSqueezyAcquisition","stateTime","state","diceWeights_1","diceWeights_2","diceWeights_3","diceWeights_4","criteria_1","criteria_2","criteria_3","criteria_4","criteria_5","bank","purse_1","purse_2","diceRollTime","break.","chosenDice","startDice","chosenDiceLocation","endDice","chosenWinProbs_1","chosenWinProbs_2","unchosenDice","rand_1","rand_2","winnings_1","winnings_2","randRwd","allowedWinnings_1","allowedWinnings_2","totalWin","isPurseFull_1","isPurseFull_2","winCurrency","isWinPurseFull","startReward","endReward","isPurseFullAfterReward_1","isPurseFullAfterReward_2","meanRecentChoice","moveToBank","goToNextState","recentPreference_1","recentPreference_2","startITI","startScan","subject_nr","stateName","correctDice","correct","chosen_dev"
"64",64,1,2,1,1,64,64,0,1,2934066.12504554,6,7,0.15,0,0,0.85,0,2,20,0,3,30,1,4,1.80143619635666,0,2,2934066.47808754,1,2934066.87079972,0,0.85,0,0.77167786326804,0.683812276129188,0,1,0.648779666845145,0,1,1,0,0,2,0,2934068.74647531,2934069.28105394,0,0,1.66666666666667,0,0,0,0,2934069.28179439,2933836.66654693,"02","learning",2,1,0
"65",65,1,2,1,1,65,65,0,1,2934069.72854719,7,7,0.15,0,0,0.85,0,2,20,0,3,35,1,0,1.76864387123601,0,2,2934070.06424908,1,2934070.75959335,0,0.85,0,0.459125648555916,0.407292609427237,0,1,0.429724243326267,0,1,1,0,0,2,0,2934072.59954945,2934073.12981124,0,1,1.77777777777778,2,0,0,1,2934074.57838121,2933836.66654693,"02","learning",2,1,0
"66",66,1,1,2,1,66,66,0,1,2934075.08781285,8,7,0.15,0,0,0.85,0,2,20,0,3,35,1,0,2.00747478383891,0,1,2934075.43527383,1,2934076.23147594,0.15,0,1,0.373900950026194,0.518129773900925,0,0,0.461127783966923,0,0,0,0,0,0,0,2934078.30414409,2934078.83274718,0,0,1.88888888888889,0,0,0,1,2934078.83416741,2933836.66654693,"02","learning",2,0,0
"67",67,1,1,2,1,67,67,0,1,2934079.11224445,9,7,0.15,0,0,0.85,0,2,20,0,3,35,1,1,0.804522156952634,0,2,2934079.47179113,2,2934080.23045779,0,0.85,0,0.985708382043285,0.474508716972814,0,1,0.225010668479815,0,1,1,0,0,2,0,2934081.10627797,2934081.63567283,0,0,1.88888888888889,0,1,0,1,2934081.63655032,2933836.66654693,"02","learning",2,1,0
"68",68,1,2,1,1,68,68,0,1,2934082.08158285,1,8,0.15,0,0,0.85,2,0,0,0,1,35,1,2,1.32599979182612,0,2,2934082.44089046,1,2934083.01482353,0,0.85,0,0.134729961473668,0.744000703375388,0,1,0.43668776653662,0,1,1,0,0,2,0,2934084.40902808,2934084.96180257,0,0,1.88888888888889,0,0,0,1,2934084.96248507,2933836.66654693,"02","fill",2,1,0
"69",69,1,2,1,1,69,69,0,1,2934085.40469736,2,8,0.15,0,0,0.85,2,0,0,0,1,35,1,3,0.903548525808332,0,2,2934085.76006515,1,2934086.23112247,0,0.85,0,0.571034552789564,0.0716681078117698,0,1,0.373968854601709,0,1,1,0,0,2,0,2934087.21125372,2934087.74109201,0,0,1.88888888888889,0,0,0,1,2934087.74178809,2933836.66654693,"02","fill",2,1,0
"70",70,1,2,1,1,70,70,0,1,2934088.19095514,3,8,0.15,0,0,0.85,2,0,0,0,1,35,2,3,1.88884896263111,0,2,2934088.54559304,1,2934089.1272998,0,0.85,0,0.664572405928764,0.195366601768421,1,0,0.965184142708246,1,0,1,0,0,1,0,2934091.08110742,2934091.61146762,0,0,1.88888888888889,0,0,0,1,2934091.61216249,2933836.66654693,"02","fill",2,1,0
"71",71,1,2,1,1,71,71,0,1,2934092.05201819,4,8,0.15,0,0,0.85,2,0,0,0,1,35,2,4,2.31592968559999,0,2,2934092.41533838,1,2934093.09542565,0,0.85,0,0.636053113004122,0.362538756314501,0,1,0.577614349614055,0,1,1,0,0,2,0,2934095.48448145,2934096.01288049,0,0,1.88888888888889,0,0,0,1,2934096.013566,2933836.66654693,"02","fill",2,1,0
"72",72,1,2,1,1,72,72,0,1,2934096.46053735,5,8,0.15,0,0,0.85,2,0,0,0,1,35,2,5,1.91415060507911,0,2,2934096.81890619,1,2934097.35074548,0,0.85,0,0.00891816037446702,0.563479203028158,0,1,0.571748337662578,0,1,1,0,0,2,0,2934099.33754865,2934099.86576386,0,1,1.88888888888889,0,1,0,1,2934099.86665403,2933836.66654693,"02","fill",2,1,0
"73",73,1,1,2,1,73,73,0,1,2934100.30637872,1,9,0,0,0,0,0,0,8,0,1,35,2,5,1.13750981897768,0,2,2934100.65528047,2,2934101.52639653,0,0,0,0.210722867109442,0.906979320116745,0,0,0.672093295933384,0,0,0,0,1,0,0,2934102.74037692,2934103.27543097,0,1,1.88888888888889,0,0,0,1,2934103.27680411,2933836.66654693,"02","extinction",1,0,0
"74",74,1,2,1,1,74,74,0,1,2934103.56054214,2,9,0,0,0,0,0,0,8,0,1,35,2,5,2.00626744576387,0,1,2934103.92456595,2,2934104.63054913,0,0,1,0.998797877737955,0.0711569082151605,0,0,0.323408007715545,0,0,0,0,1,0,0,2934106.71018048,2934107.23950863,0,1,1.88888888888889,0,0,0,1,2934107.24087966,2933836.66654693,"02","extinction",1,1,4.67894156579163e-14
"75",75,1,1,2,1,75,75,0,1,2934107.5236424,3,9,0,0,0,0,0,0,8,0,1,35,2,5,1.11154082189933,0,2,2934107.877906,2,2934108.47066491,0,0,0,0.385113026849509,0.0866663189719067,0,0,0.0180105791965441,0,0,0,0,1,0,0,2934109.64591238,2934110.17741479,0,1,1.77777777777778,0,0,0,1,2934110.17882627,2933836.66654693,"02","extinction",1,0,0.252874369198745
"76",76,1,2,1,1,76,76,0,1,2934110.46338324,4,9,0,0,0,0,0,0,8,0,1,35,2,5,1.35733727331569,0,2,2934110.81355338,1,2934111.95912089,0,0,0,0.453906648404577,0.112832613068795,0,0,0.893612521819113,0,0,0,0,1,0,0,2934113.38211523,2934113.90915924,0,1,1.88888888888889,0,0,0,1,2934113.91051125,2933836.66654693,"02","extinction",1,0,0.0704909152200212
"77",77,1,1,2,1,77,77,0,1,2934114.19115798,5,9,0,0,0,0,0,0,8,0,1,35,2,5,2.17408967175927,0,1,2934114.54974235,1,2934115.84609705,0,0,1,0.284977155988734,0.559954549378505,0,0,0.171387526385383,0,0,0,0,1,0,0,2934118.08593621,2934118.62254452,0,1,1.88888888888889,0,0,0,1,2934118.6239575,2933836.66654693,"02","extinction",1,1,2.02109222370225e-14
"78",78,1,2,1,1,78,78,0,1,2934118.90876049,6,9,0,0,0,0,0,0,8,0,1,35,2,5,1.21797800274485,0,1,2934119.27025746,2,2934120.45406013,0,0,1,0.335101388337603,0.788568941767348,0,0,0.0923473381177007,0,0,0,0,1,0,0,2934121.75547393,2934122.28452256,0,1,1.77777777777778,0,0,0,1,2934122.28593343,2933836.66654693,"02","extinction",1,1,8.77550386958054e-15
"79",79,1,2,1,1,79,79,0,1,2934122.57030657,7,9,0,0,0,0,0,0,8,0,1,35,2,5,2.09341776152113,0,1,2934122.92311825,2,2934123.36614495,0,0,1,0.896367252122523,0.627037217056991,0,0,0.871413923688103,0,0,0,0,1,0,0,2934125.52521567,2934126.05351811,0,1,1.66666666666667,0,0,0,0,2934126.05489729,2933836.66654693,"02","extinction",1,1,3.82872142803557e-15
"80",80,1,2,1,1,80,80,0,1,2934126.33781096,8,9,0,0,0,0,0,0,8,0,1,35,2,5,1.31329836951015,0,2,2934126.69291312,1,2934127.23874765,0,0,0,0.420982779705939,0.602972984169076,0,0,0.0465193861937739,0,0,0,0,1,0,0,2934128.62765192,2934129.15513331,0,1,1.55555555555556,0,1,0,0,2934129.15685691,2933836.66654693,"02","extinction",1,0,0.020394606401491
"81",81,1,1,2,1,81,81,0,1,2934129.48143784,1,10,0.85,0,0,0.85,0,1,20,2,1,35,2,5,2.18251992678668,0,2,2934129.84535267,2,2934130.43863892,0,0.85,0,0.5416399701265,0.360949241161722,0,1,0.5114847371491,0,0,1,0,1,2,1,2934132.66199163,2934132.71134292,0,1,1.55555555555556,0,0,0,0,2934133.47161002,2933836.66654693,"02","reinstatement",1,0,0.00609927425430457
"82",82,1,2,1,1,82,82,0,1,2934133.9211743,2,10,0.85,0,0,0.85,0,1,20,2,1,35,2,5,1.97241949072246,0,2,2934134.26568042,1,2934134.93372275,0,0.85,0,0.666580950125987,0.882840193943696,0,0,0.861880330066072,0,0,0,0,1,0,0,2934136.98435421,2934137.51196903,0,1,1.55555555555556,0,0,0,0,2934137.5133458,2933836.66654693,"02","reinstatement",1,0,0.733745267115082
"83",83,1,2,1,1,83,83,0,1,2934137.79676387,3,10,0.85,0,0,0.85,0,1,20,2,1,35,2,5,1.45806213139241,0,2,2934138.1521223,1,2934138.61384866,0,0.85,0,0.694039944400035,0.383971064042579,0,1,0.505954538361857,0,0,1,0,1,2,1,2934140.11070226,2934140.1640293,0,1,1.55555555555556,0,0,0,0,2934140.94663553,2933836.66654693,"02","reinstatement",1,0,0.193718509839451
"84",84,1,1,2,1,84,84,0,1,2934141.38939418,4,10,0.85,0,0,0.85,0,1,20,2,1,35,3,5,1.12262368074849,0,1,2934141.75486448,1,2934142.56610323,0.85,0,1,0.167052959815251,0.210044917694445,1,0,0.0503353768294416,1,0,1,0,1,1,0,2934143.75656664,2934144.28809442,0,1,1.66666666666667,0,0,0,0,2934144.28879955,2933836.66654693,"02","reinstatement",1,1,3.2627505755625e-16
"85",85,1,1,2,1,85,85,0,1,2934144.73572532,5,10,0.85,0,0,0.85,0,1,20,2,1,35,4,5,0.646755924974039,0,1,2934145.09093917,1,2934145.60603241,0.85,0,1,0.704013279050184,0.794409215039681,1,0,0.729389259297233,1,0,1,0,1,1,0,2934146.32516139,2934146.85240855,0,1,1.55555555555556,0,0,0,0,2934146.85312727,2933836.66654693,"02","reinstatement",1,1,1.43829392840189e-16
"86",86,1,1,2,1,86,86,0,1,2934147.29842935,6,10,0.85,0,0,0.85,0,1,20,2,1,35,4,5,0.92827538223793,0,1,2934147.65973012,1,2934148.21427862,0.85,0,1,0.048147692239579,0.605386571698951,0,1,0.983209628413232,0,0,1,0,1,2,1,2934149.18875219,2934149.2378285,0,1,1.44444444444444,0,0,0,0,2934149.9872469,2933836.66654693,"02","reinstatement",1,1,6.38655794915621e-17
"87",87,1,2,1,1,87,87,0,1,2934150.42646236,7,10,0.85,0,0,0.85,0,1,20,2,1,35,4,5,1.26413601517337,0,2,2934150.77883937,1,2934151.74939214,0,0.85,0,0.616987024192237,0.228957233976117,0,1,0.746800190329515,0,0,1,0,1,2,1,2934153.06068175,2934153.11152724,0,1,1.44444444444444,0,0,0,0,2934153.86127587,2933836.66654693,"02","reinstatement",1,0,0.208429780904202
"88",88,1,1,2,1,88,88,0,1,2934154.30461891,8,10,0.85,0,0,0.85,0,1,20,2,1,40,0,5,1.91078210414087,0,1,2934154.66523024,1,2934155.81362703,0.85,0,1,0.100630926103019,0.0687608982299013,1,0,0.395103017631087,1,0,1,0,1,1,0,2934157.784488,2934158.32139303,1,1,1.55555555555556,1,0,0,0,2934159.78030518,2933836.66654693,"02","reinstatement",1,1,0.193123490244721
"89",89,1,1,2,1,89,89,0,1,2934160.28986359,9,10,0.85,0,0,0.85,0,1,20,2,1,40,0,5,1.95430462573811,0,2,2934160.65349831,2,2934161.94173702,0,0.85,0,0.698925348507864,0.561439581166412,0,1,0.18326350632808,0,0,1,0,1,2,1,2934163.94239476,2934163.9951045,0,1,1.55555555555556,0,0,0,0,2934164.77109194,2933836.66654693,"02","reinstatement",1,0,0.789637325581323
"90",90,1,2,1,1,90,90,0,1,2934165.21106114,10,10,0.85,0,0,0.85,0,1,20,2,1,40,1,5,1.11346978886851,0,1,2934165.5739551,2,2934166.13434602,0.85,0,1,0.275250213453202,0.100529600318043,1,0,0.231265259929493,1,0,1,0,1,1,0,2934167.32538809,2934167.86286966,0,1,1.55555555555556,0,0,0,0,2934167.86358808,2933836.66654693,"02","reinstatement",1,1,0.0152421575521099
"91",91,1,1,2,1,91,91,0,1,2934168.31930902,11,10,0.85,0,0,0.85,0,1,20,2,1,40,1,5,1.93151431521556,0,1,2934168.67646048,1,2934169.31705053,0.85,0,1,0.210586941767836,0.963638973493409,0,1,0.86546330674448,0,0,1,0,1,2,1,2934171.29214351,2934171.34254074,0,1,1.44444444444444,0,0,0,0,2934172.10819022,2933836.66654693,"02","reinstatement",1,1,0.00451362248758624
"92",92,1,2,1,1,92,92,0,1,2934172.53655186,12,10,0.85,0,0,0.85,0,1,20,2,1,40,2,5,0.689451644999433,0,1,2934172.89650665,2,2934173.74954005,0.85,0,1,0.624505847397315,0.160440802055121,1,0,0.267871892618498,1,0,1,0,1,1,0,2934174.51441044,2934175.0422441,0,1,1.33333333333333,0,0,0,0,2934175.04296403,2933836.66654693,"02","reinstatement",1,1,0.733243735864216
"93",93,1,2,1,1,93,93,0,1,2934175.48347536,13,10,0.85,0,0,0.85,0,1,20,2,1,45,2,0,1.12542921421991,0,1,2934175.83230074,2,2934176.3573374,0.85,0,1,0.958013514519175,0.953510053312883,0,0,0.912422653304592,0,0,0,0,1,0,0,2934177.55027694,2934178.10312146,0,1,1.22222222222222,2,1,1,0,2934179.56398541,2933836.66654693,"02","reinstatement",1,1,0.193555855320438
"94",94,1,2,1,1,94,94,0,1,2934180.07863432,1,11,0.85,0,0,0.85,0,0,4,0,3,45,3,0,3.30603992404923,0,1,2934180.43583679,2,2934181.02960842,0.85,0,1,0.080590067954328,0.899757977338878,1,0,0.228868552305711,1,0,1,0,0,1,0,2934184.40576502,2934184.93704467,0,0,1.22222222222222,0,0,1,0,2934184.93779599,2933836.66654693,"02","post",3,0,0.0533751860307025
"95",95,1,2,1,1,95,95,0,1,2934185.37610407,2,11,0.85,0,0,0.85,0,0,4,0,3,45,4,0,1.7321946230406,0,1,2934185.74010253,2,2934186.29275024,0.85,0,1,0.027364327427897,0.796047119425172,1,0,0.0171529358019871,1,0,1,0,0,1,0,2934188.10870549,2934188.65272707,0,0,1.22222222222222,0,0,1,0,2934188.65343613,2933836.66654693,"02","post",3,0,0
"96",96,1,1,2,1,96,96,0,1,2934189.09792713,3,11,0.85,0,0,0.85,0,0,4,0,3,50,0,0,1.83451345166438,0,2,2934189.4597492,2,2934190.43694551,0,0.85,0,0.57232274534706,0.050924316062537,1,0,0.945450680031896,1,0,1,0,0,1,0,2934192.34543765,2934192.89128666,1,0,1.22222222222222,1,0,1,0,2934194.35859614,2933836.66654693,"02","post",3,0,0
"97",97,1,1,2,1,97,97,0,1,2934194.86898375,4,11,0.85,0,0,0.85,0,0,4,0,3,50,0,0,2.38367779216523,0,1,2934195.23117228,1,2934196.94938091,0.85,0,1,0.895760451487187,0.571124082155792,0,0,0.989656746956914,0,0,0,0,0,0,0,2934199.40122541,2934199.93458817,0,0,1.22222222222222,0,1,1,0,2934199.93632565,2933836.66654693,"02","post",3,0,0
"98",98,1,2,1,1,98,98,0,1,2934200.22058046,1,12,0.85,0,0,0.15,1,0,0,0,2,50,0,0,1.36911232521036,0,2,2934200.58534623,1,2934201.7975182,0,0.15,0,0.143436344662708,0.153200495373873,0,0,0.0888867773043002,0,0,0,0,0,0,0,2934203.23755653,2934203.77525,0,0,1.22222222222222,0,0,1,0,2934203.77651901,2933836.66654693,"02","fill",1,0,0
"99",99,1,2,1,1,99,99,0,1,2934204.05562024,2,12,0.85,0,0,0.15,1,0,0,0,2,50,0,1,2.87377579245475,0,1,2934204.40503574,2,2934204.75653797,0.85,0,1,0.174822119631736,0.842905766843002,0,1,0.885886465372174,0,1,1,0,0,2,0,2934207.69111376,2934208.24310614,0,0,1.22222222222222,0,0,1,0,2934208.24379045,2933836.66654693,"02","fill",1,1,0
"100",100,1,1,2,1,100,100,0,1,2934208.69353313,3,12,0.85,0,0,0.15,1,0,0,0,2,50,0,1,1.44362429020779,0,2,2934209.05880753,2,2934209.41276355,0,0.15,0,0.394505009206924,0.759210044725657,0,0,0.61579710152073,0,0,0,0,0,0,0,2934210.92701129,2934211.45760331,0,0,1.22222222222222,0,0,1,0,2934211.45887895,2933836.66654693,"02","fill",1,0,0
"101",101,1,2,1,1,101,101,0,1,2934211.94823808,4,12,0.85,0,0,0.15,1,0,0,0,2,50,1,1,1.6901277757844,0,1,2934212.31150484,2,2934212.78886068,0.85,0,1,0.0441636368056727,0.16428315741367,1,0,0.808939056074068,1,0,1,0,0,1,0,2934214.54660305,2934215.08750375,0,0,1.33333333333333,0,0,0,0,2934215.08822156,2933836.66654693,"02","fill",1,1,0
"102",102,1,1,2,1,102,102,0,1,2934215.57456093,5,12,0.85,0,0,0.15,1,0,0,0,2,50,1,2,0.985676159169062,0,1,2934215.93101661,1,2934216.72519478,0.85,0,1,0.812137975169656,0.975322177537078,0,1,0.986290713249269,0,1,1,0,0,2,0,2934217.78238618,2934218.31019297,0,0,1.33333333333333,0,0,0,0,2934218.31087517,2933836.66654693,"02","fill",1,1,0
"103",103,1,1,2,1,103,103,0,1,2934218.75247348,6,12,0.85,0,0,0.15,1,0,0,0,2,50,2,2,0.582342389407142,0,1,2934219.11704154,1,2934219.76435362,0.85,0,1,0.128952812332805,0.17901971570095,1,0,0.290553302728566,1,0,1,0,0,1,0,2934220.41796814,2934220.96181133,0,0,1.33333333333333,0,0,0,0,2934220.96249986,2933836.66654693,"02","fill",1,1,0
"104",104,1,1,2,1,104,104,0,1,2934221.39167711,7,12,0.85,0,0,0.15,1,0,0,0,2,50,3,2,1.54571972846997,0,1,2934221.75244662,1,2934222.37247124,0.85,0,1,0.334605478609546,0.838205392753412,1,0,0.592383303229962,1,0,1,0,0,1,0,2934224.00405483,2934224.53358673,0,0,1.33333333333333,0,0,0,0,2934224.53425534,2933836.66654693,"02","fill",1,1,0
"105",105,1,2,1,1,105,105,0,1,2934224.97453817,8,12,0.85,0,0,0.15,1,0,0,0,2,50,4,2,1.67545620437254,0,1,2934225.33849557,2,2934226.10042166,0.85,0,1,0.3516476597618,0.0516269791974084,1,0,0.67804721608817,1,0,1,0,0,1,0,2934227.84053959,2934228.37373934,0,0,1.33333333333333,0,0,0,0,2934228.3744158,2933836.66654693,"02","fill",1,1,0
"106",106,1,1,2,1,106,106,0,1,2934228.81570139,9,12,0.85,0,0,0.15,1,0,0,0,2,50,5,2,1.99273058492739,0,1,2934229.17488585,1,2934229.98857265,0.85,0,1,0.154128837020853,0.391409615077465,1,0,0.220458094313266,1,0,1,0,0,1,0,2934232.04391578,2934232.57607866,1,0,1.22222222222222,0,1,1,0,2934232.57693472,2933836.66654693,"02","fill",1,1,0
"107",107,1,1,2,1,107,107,0,1,2934233.01589029,1,13,0,0,0,0,0,0,8,0,2,50,5,2,1.34049142358894,0,2,2934233.37825148,2,2934234.51717031,0,0,0,0.438663301671536,0.842344229326799,0,0,0.848855301384868,0,0,0,1,0,0,0,2934235.9302671,2934236.46184015,1,0,1.22222222222222,0,0,1,0,2934236.4632145,2933836.66654693,"02","extinction",2,1,0
"108",108,1,1,2,1,108,108,0,1,2934236.74801447,2,13,0,0,0,0,0,0,8,0,2,50,5,2,2.48318253343338,0,2,2934237.11473294,2,2934237.46035834,0,0,0,0.23956862874494,0.707581263116497,0,0,0.44187666270715,0,0,0,1,0,0,0,2934240.00028706,2934240.55293146,1,0,1.22222222222222,0,0,1,0,2934240.55428015,2933836.66654693,"02","extinction",2,1,4.58339651834312e-05
"109",109,1,2,1,1,109,109,0,1,2934240.83783496,3,13,0,0,0,0,0,0,8,0,2,50,5,2,1.14793986719743,0,1,2934241.20130909,2,2934241.90802396,0,0,1,0.769171614155803,0.601295024658784,0,0,0.565115137569018,0,0,0,1,0,0,0,2934243.1360829,2934243.66418612,1,0,1.33333333333333,0,0,0,0,2934243.66555111,2933836.66654693,"02","extinction",2,0,0.994866927191147
"110",110,1,1,2,1,110,110,0,1,2934243.94939117,4,13,0,0,0,0,0,0,8,0,2,50,5,2,1.98929740699157,0,1,2934244.30367681,1,2934245.17228294,0,0,1,0.796942920979949,0.35212664704023,0,0,0.173351553790115,0,0,0,1,0,0,0,2934247.23930608,2934247.76891194,1,0,1.22222222222222,0,0,1,0,2934247.77027029,2933836.66654693,"02","extinction",2,0,0.266555106268394
"111",111,1,2,1,1,111,111,0,1,2934248.05477806,5,13,0,0,0,0,0,0,8,0,2,50,5,2,2.15877965362025,0,2,2934248.40695373,1,2934249.33254448,0,0,0,0.978892270958461,0.634029485151133,0,0,0.0191748271225027,0,0,0,1,0,0,0,2934251.55944279,2934252.09050751,1,0,1.22222222222222,0,0,1,0,2934252.09186888,2933836.66654693,"02","extinction",2,1,1.54246028605166e-05
"112",112,1,2,1,1,112,112,0,1,2934252.3736192,6,13,0,0,0,0,0,0,8,0,2,50,5,2,1.73104673332392,0,2,2934252.72706659,1,2934253.94058091,0,0,0,0.365551379203715,0.219821703676658,0,0,0.983686664739916,0,0,0,1,0,0,0,2934255.72957018,2934256.27786513,1,0,1.33333333333333,0,0,0,0,2934256.27925427,2933836.66654693,"02","extinction",2,1,5.29516360491824e-06
"113",113,1,2,1,1,113,113,0,1,2934256.56316165,7,13,0,0,0,0,0,0,8,0,2,50,5,2,1.98166792995746,0,1,2934256.93045335,2,2934258.16377695,0,0,1,0.855678184322223,0.117501590478954,0,0,0.874786504776368,0,0,0,1,0,0,0,2934260.21645017,2934260.74610553,1,0,1.44444444444444,0,0,0,0,2934260.74746237,2933836.66654693,"02","extinction",2,0,0.074511404715618
"114",114,1,1,2,1,114,114,0,1,2934261.07728503,8,13,0,0,0,0,0,0,8,0,2,50,5,2,1.04133303292886,0,1,2934261.43412769,1,2934262.27587892,0,0,1,0.206300602464172,0.97628487579083,0,0,0.214385317185946,0,0,0,1,0,0,0,2934263.38569645,2934263.92542715,1,0,1.44444444444444,0,1,0,0,2934263.9279564,2933836.66654693,"02","extinction",2,0,0.0216127382434072
"115",116,1,2,1,1,116,116,0,1,2934269.16722837,2,14,0.85,0,0,0.85,0,2,20,0,2,50,5,3,3.45438057199627,0,2,2934269.52385279,1,2934270.46823165,0,0.85,0,0.475301068124779,0.478111113189052,0,1,0.0677501998028402,0,1,1,1,0,2,0,2934273.99418747,2934274.5488072,1,0,Inf,0,0,0,1,2934274.54954222,2933836.66654693,"02","reinstatement",2,1,6.58880656485394e-07
"116",117,1,2,1,1,117,117,0,1,2934274.99589416,3,14,0.85,0,0,0.85,0,2,20,0,2,50,5,3,3.13042462323201,0,2,2934275.34520039,1,2934275.71543971,0,0.85,0,0.809070605597615,0.965291931678528,0,0,0.214767567999603,0,0,0,1,0,0,0,2934278.91470916,2934279.44750835,1,0,Inf,0,0,0,1,2934279.4488827,2933836.66654693,"02","reinstatement",2,1,2.38269447901618e-07
"117",118,1,1,2,1,118,118,0,1,2934279.73263945,4,14,0.85,0,0,0.85,0,2,20,0,2,50,5,4,2.00947153301624,0,2,2934280.09908505,2,2934280.56393138,0,0.85,0,0.323233451325365,0.628426153809529,0,1,0.490513254837044,0,1,1,1,0,2,0,2934282.6344325,2934283.18653748,1,0,Inf,0,0,0,1,2934283.18725801,2933836.66654693,"02","reinstatement",2,1,8.74881163539509e-08
"118",119,1,2,1,1,119,119,0,1,2934283.64126621,5,14,0.85,0,0,0.85,0,2,20,0,2,55,5,0,1.75015199964269,0,2,2934284.00220234,1,2934284.49985767,0,0.85,0,0.881070586799486,0.6224576467661,0,1,0.241575035953571,0,1,1,1,0,2,0,2934286.32061454,2934286.84931755,1,1,Inf,2,0,0,1,2934288.31690051,2933836.66654693,"02","reinstatement",2,1,3.25887311788953e-08
"119",120,1,1,2,1,120,120,0,1,2934288.82908295,6,14,0.85,0,0,0.85,0,2,20,0,2,55,5,1,1.77816923263602,0,2,2934289.18975315,2,2934289.60371687,0,0.85,0,0.909954627112555,0.619733377623956,0,1,0.652253488354518,0,1,1,1,0,2,0,2934291.44147667,2934291.97490492,1,0,Inf,0,0,0,1,2934291.97561851,2933836.66654693,"02","reinstatement",2,1,1.23048421440952e-08
"120",121,1,2,1,1,121,121,0,1,2934292.41132702,7,14,0.85,0,0,0.85,0,2,20,0,2,55,5,1,1.17389780929439,0,2,2934292.77586096,1,2934293.2037514,0,0.85,0,0.180969774928694,0.726832067262063,1,0,0.95827652694189,0,0,1,1,0,1,1,2934294.41698077,2934294.46642897,1,0,Inf,0,0,0,1,2934295.21694552,2933836.66654693,"02","reinstatement",2,1,0.00200059030100362
"121",122,1,1,2,1,122,122,0,1,2934295.66648535,8,14,0.85,0,0,0.85,0,2,20,0,2,55,5,1,0.533954875641808,0,1,2934296.02849427,1,2934296.64349632,0.85,0,1,0.436032572606508,0.976080085544539,1,0,0.424264861984505,0,0,1,1,0,1,1,2934297.21310138,2934297.26486511,1,0,Inf,0,0,0,1,2934298.01461314,2933836.66654693,"02","reinstatement",2,0,0.193123492066552
"122",123,1,1,2,1,123,123,0,1,2934298.45987538,9,14,0.85,0,0,0.85,0,2,20,0,2,55,5,2,0.746202717166185,0,2,2934298.83081862,2,2934299.29943302,0,0.85,0,0.791208760570405,0.705493378138757,0,1,0.105157284030389,0,1,1,1,0,2,0,2934300.13165347,2934300.65902982,1,0,Inf,0,0,0,1,2934300.65980498,2933836.66654693,"02","reinstatement",2,1,0.053236038991198
"123",124,1,1,2,1,124,124,0,1,2934301.10664351,10,14,0.85,0,0,0.85,0,2,20,0,2,55,5,3,1.91738432933733,0,2,2934301.46626838,2,2934301.9397007,0,0.85,0,0.145272767517741,0.341384973226692,0,1,0.127623961003258,0,1,1,1,0,2,0,2934303.93470378,2934304.46219634,1,0,Inf,0,0,0,1,2934304.46318885,2933836.66654693,"02","reinstatement",2,1,0.0152421578345554
"124",125,1,2,1,1,125,125,0,1,2934304.90166959,11,14,0.85,0,0,0.85,0,2,20,0,2,55,5,4,0.639995108014948,0,2,2934305.26928881,1,2934305.7003602,0,0.85,0,0.648032375451784,0.513583166449191,0,1,0.142363825241511,0,1,1,1,0,2,0,2934306.40340481,2934306.93992407,1,0,1.88888888888889,0,0,0,1,2934306.94066452,2933836.66654693,"02","reinstatement",2,1,0.00451362260056414
"125",126,1,2,1,1,126,126,0,1,2934307.37206253,12,14,0.85,0,0,0.85,0,2,20,0,2,60,5,0,1.06363616328921,0,2,2934307.73795965,1,2934308.19485239,0,0.85,0,0.226001367947617,0.290697766818311,0,1,0.223170675205357,0,1,1,1,0,2,0,2934309.33902834,2934309.86722997,1,1,1.88888888888889,2,0,0,1,2934311.3192082,2933836.66654693,"02","reinstatement",2,1,0.00137782254683794
"126",127,1,2,1,1,127,127,0,1,2934311.82965135,13,14,0.85,0,0,0.85,0,2,20,0,2,60,5,1,0.664353306335435,0,2,2934312.19150451,1,2934312.81932517,0,0.85,0,0.378032156406142,0.394096819947727,0,1,0.683652102808086,0,1,1,1,0,2,0,2934313.55916327,2934314.08781436,1,0,1.88888888888889,0,1,0,1,2934314.08877245,2933836.66654693,"02","reinstatement",2,1,0.000432365094320953
"127",128,1,2,1,1,128,128,0,1,2934314.53181605,1,15,0,0.85,0.85,0,0,1,20,1,2,60,5,1,0.777534910162963,0,2,2934314.89354605,1,2934315.28305313,0.85,0,0,0.895278708392916,0.241774088256739,0,0,0.281981368268165,0,0,0,1,0,0,0,2934316.12792011,2934316.68083889,1,0,1.88888888888889,0,0,0,1,2934316.68219815,2933836.66654693,"02","switch",1,0,0.000139147760592063
"128",129,1,2,1,1,129,129,0,1,2934316.96669475,2,15,0,0.85,0.85,0,0,1,20,1,2,60,5,1,1.99641409653909,0,2,2934317.32887935,1,2934317.90732275,0.85,0,0,0.446412339683192,0.0657998908110553,1,0,0.396241696943008,0,0,1,1,0,1,1,2934319.94262598,2934319.99547337,1,0,1.88888888888889,0,0,0,1,2934320.76593534,2933836.66654693,"02","switch",1,0,0.193329868502805
